case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-001681,Cerdo,costillas,8,juicy_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Prepara la parrilla para ca
case-001682,Pork,costillas,8,juicy_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow cook
case-001683,Cerdo,costillas,8,juicy_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Prepara la parrilla para
case-001684,Pork,costillas,8,juicy_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow c
case-001685,Cerdo,costillas,8,juicy_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Prepara la parrilla para calor in
case-001686,Pork,costillas,8,juicy_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow cook: Cook
case-001687,Cerdo,costillas,8,juicy_safe,cocina interior,es,OK,,,sellado fuerte + cocción indirecta. Equipo: cocina interior. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar horno bajo: Prepara el horno a temp
case-001688,Pork,costillas,8,juicy_safe,cocina interior,en,OK,,,hard sear + indirect cooking. Use cocina interior. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat oven low: Set oven to low temperature. (10 min) 2. Slow cook: Coo
case-001689,Cerdo,costillas,8,juicy_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Prepara la parrilla
case-001690,Pork,costillas,8,juicy_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. S
case-001691,Cerdo,costillas,8,medium_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Prepara la parrilla para ca
case-001692,Pork,costillas,8,medium_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow cook
case-001693,Cerdo,costillas,8,medium_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Prepara la parrilla para
case-001694,Pork,costillas,8,medium_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow c
case-001695,Cerdo,costillas,8,medium_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Prepara la parrilla para calor in
case-001696,Pork,costillas,8,medium_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow cook: Cook
case-001697,Cerdo,costillas,8,medium_safe,cocina interior,es,OK,,,sellado fuerte + cocción indirecta. Equipo: cocina interior. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar horno bajo: Prepara el horno a temp
case-001698,Pork,costillas,8,medium_safe,cocina interior,en,OK,,,hard sear + indirect cooking. Use cocina interior. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat oven low: Set oven to low temperature. (10 min) 2. Slow cook: Coo
case-001699,Cerdo,costillas,8,medium_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Prepara la parrilla
case-001700,Pork,costillas,8,medium_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. S
case-001701,Cerdo,costillas,8,well_done,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Prepara la parrilla para ca
case-001702,Pork,costillas,8,well_done,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow cook
case-001703,Cerdo,costillas,8,well_done,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Prepara la parrilla para
case-001704,Pork,costillas,8,well_done,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow c
case-001705,Cerdo,costillas,8,well_done,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Prepara la parrilla para calor in
case-001706,Pork,costillas,8,well_done,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. Slow cook: Cook
case-001707,Cerdo,costillas,8,well_done,cocina interior,es,OK,,,sellado fuerte + cocción indirecta. Equipo: cocina interior. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar horno bajo: Prepara el horno a temp
case-001708,Pork,costillas,8,well_done,cocina interior,en,OK,,,hard sear + indirect cooking. Use cocina interior. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat oven low: Set oven to low temperature. (10 min) 2. Slow cook: Coo
case-001709,Cerdo,costillas,8,well_done,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 1 h 30 min indirecto + glaseado final + 15 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Prepara la parrilla
case-001710,Pork,costillas,8,well_done,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 1 h 30 min indirect + glaze finish + 15 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Set the grill for low indirect heat. (10 min) 2. S
case-001711,Cerdo,panceta,2,juicy_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001712,Pork,panceta,2,juicy_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 10 min indirect + 3 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001713,Cerdo,panceta,2,juicy_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indir
case-001714,Pork,panceta,2,juicy_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 10 min indirect + 3 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001715,Cerdo,panceta,2,juicy_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001716,Pork,panceta,2,juicy_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 10 min indirect + 3 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001717,Cerdo,panceta,2,juicy_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar horno: Usa horno para fund
case-001718,Pork,panceta,2,juicy_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 10 min indirect + 3 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001719,Cerdo,panceta,2,juicy_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio 
case-001720,Pork,panceta,2,juicy_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 10 min indirect + 3 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001721,Cerdo,panceta,2,medium_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001722,Pork,panceta,2,medium_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 10 min indirect + 3 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001723,Cerdo,panceta,2,medium_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indir
case-001724,Pork,panceta,2,medium_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 10 min indirect + 3 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001725,Cerdo,panceta,2,medium_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001726,Pork,panceta,2,medium_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 10 min indirect + 3 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001727,Cerdo,panceta,2,medium_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar horno: Usa horno para fund
case-001728,Pork,panceta,2,medium_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 10 min indirect + 3 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001729,Cerdo,panceta,2,medium_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio 
case-001730,Pork,panceta,2,medium_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 10 min indirect + 3 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001731,Cerdo,panceta,2,well_done,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001732,Pork,panceta,2,well_done,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 10 min indirect + 3 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001733,Cerdo,panceta,2,well_done,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indir
case-001734,Pork,panceta,2,well_done,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 10 min indirect + 3 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001735,Cerdo,panceta,2,well_done,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001736,Pork,panceta,2,well_done,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 10 min indirect + 3 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001737,Cerdo,panceta,2,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar horno: Usa horno para fund
case-001738,Pork,panceta,2,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 10 min indirect + 3 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001739,Cerdo,panceta,2,well_done,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 10 min indirecto + 3 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio 
case-001740,Pork,panceta,2,well_done,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 10 min indirect + 3 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001741,Cerdo,panceta,5,juicy_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001742,Pork,panceta,5,juicy_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 15 min indirect + 5 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001743,Cerdo,panceta,5,juicy_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indir
case-001744,Pork,panceta,5,juicy_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 15 min indirect + 5 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001745,Cerdo,panceta,5,juicy_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001746,Pork,panceta,5,juicy_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 15 min indirect + 5 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001747,Cerdo,panceta,5,juicy_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar horno: Usa horno para fund
case-001748,Pork,panceta,5,juicy_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 15 min indirect + 5 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001749,Cerdo,panceta,5,juicy_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio 
case-001750,Pork,panceta,5,juicy_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 15 min indirect + 5 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001751,Cerdo,panceta,5,medium_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001752,Pork,panceta,5,medium_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 15 min indirect + 5 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001753,Cerdo,panceta,5,medium_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indir
case-001754,Pork,panceta,5,medium_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 15 min indirect + 5 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001755,Cerdo,panceta,5,medium_safe,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001756,Pork,panceta,5,medium_safe,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 15 min indirect + 5 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001757,Cerdo,panceta,5,medium_safe,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar horno: Usa horno para fund
case-001758,Pork,panceta,5,medium_safe,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 15 min indirect + 5 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001759,Cerdo,panceta,5,medium_safe,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 63°C. Temperatura final esperada tras reposo: 66°C. 1. Precalentar indirecto: Crea calor medio 
case-001760,Pork,panceta,5,medium_safe,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 15 min indirect + 5 min crisping + 8 min rest Pull target: 63°C. Expected final temperature after rest: 66°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001761,Cerdo,panceta,5,well_done,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001762,Pork,panceta,5,well_done,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 15 min indirect + 5 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001763,Cerdo,panceta,5,well_done,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indir
case-001764,Pork,panceta,5,well_done,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 15 min indirect + 5 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
case-001765,Cerdo,panceta,5,well_done,kamado,es,OK,,,sellado fuerte + cocción indirecta. Equipo: kamado. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio indirecto. (10
case-001766,Pork,panceta,5,well_done,kamado,en,OK,,,hard sear + indirect cooking. Use kamado. 15 min indirect + 5 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: Cook ge
case-001767,Cerdo,panceta,5,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar horno: Usa horno para fund
case-001768,Pork,panceta,5,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 15 min indirect + 5 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat oven: Use oven to render fat slowly. (10 min) 2. Render fat slowl
case-001769,Cerdo,panceta,5,well_done,Napoleon Rogue 525-2,es,OK,,,sellado fuerte + cocción indirecta. Equipo: Napoleon Rogue 525-2. 15 min indirecto + 5 min crujiente final + 8 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 72°C. 1. Precalentar indirecto: Crea calor medio 
case-001770,Pork,panceta,5,well_done,Napoleon Rogue 525-2,en,OK,,,hard sear + indirect cooking. Use Napoleon Rogue 525-2. 15 min indirect + 5 min crisping + 8 min rest Pull target: 68°C. Expected final temperature after rest: 72°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat s
case-001771,Cerdo,panceta,8,juicy_safe,parrilla gas,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla gas. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indirect
case-001772,Pork,panceta,8,juicy_safe,parrilla gas,en,OK,,,hard sear + indirect cooking. Use parrilla gas. 24 min indirect + 6 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly: C
case-001773,Cerdo,panceta,8,juicy_safe,parrilla carbón,es,OK,,,sellado fuerte + cocción indirecta. Equipo: parrilla carbón. 24 min indirecto + 6 min crujiente final + 8 min reposo Temperatura de salida: 60°C. Temperatura final esperada tras reposo: 63°C. 1. Precalentar indirecto: Crea calor medio indir
case-001774,Pork,panceta,8,juicy_safe,parrilla carbón,en,OK,,,hard sear + indirect cooking. Use parrilla carbón. 24 min indirect + 6 min crisping + 8 min rest Pull target: 60°C. Expected final temperature after rest: 63°C. 1. Preheat indirect: Create indirect medium heat. (10 min) 2. Render fat slowly
